gender,SeniorCitizen,Partner,Dependents,tenure,customerID,Contract,PaperlessBilling,PaymentMethod,Charges.Monthly,Charges.Total,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Cuentas_Diarias,Churn
Male,1,Yes,No,64,9076-AXYIK,Two year,No,Electronic check,102.1,6538.45,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,3.4033333333333333,No
Male,0,No,No,47,9079-LWTFD,Month-to-month,No,Mailed check,100.75,4669.2,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,3.3583333333333334,No
Female,0,No,No,54,9079-YEXQJ,Month-to-month,No,Electronic check,111.1,6014.85,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,3.703333333333333,Yes
Female,0,Yes,Yes,47,9081-WWXKP,Two year,No,Credit card (automatic),20.25,873.4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.675,No
Male,0,No,No,58,9084-OAYKL,Two year,No,Mailed check,20.8,1212.25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6933333333333334,No
Male,0,Yes,Yes,34,9086-YJYXS,One year,No,Bank transfer (automatic),77.2,2753.8,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,2.5733333333333333,No
Female,0,No,No,60,9087-EYCPR,Two year,No,Mailed check,25.0,1505.05,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.8333333333333334,No
Female,0,Yes,Yes,12,9089-UOWJG,Month-to-month,Yes,Credit card (automatic),58.35,740.55,Yes,No,DSL,No,No,Yes,No,Yes,No,1.945,No
Male,1,Yes,No,68,9090-SGQXL,Month-to-month,Yes,Electronic check,105.3,7299.65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,3.51,Yes
Male,0,Yes,Yes,64,9091-WTUUY,Two year,No,Mailed check,69.25,4447.75,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,2.308333333333333,No
Male,0,No,No,22,9092-GDZKO,Month-to-month,Yes,Credit card (automatic),24.85,493.4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.8283333333333334,No
Female,0,No,No,11,9093-FPDLG,Month-to-month,Yes,Electronic check,94.2,999.9,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,3.14,No
Female,0,No,No,15,9094-AZPHK,Month-to-month,Yes,Electronic check,100.15,1415.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,3.3383333333333334,No
Female,0,No,No,5,9095-HFAFX,Month-to-month,Yes,Credit card (automatic),81.0,389.6,Yes,No,Fiber optic,No,No,No,No,Yes,No,2.7,Yes
Male,0,Yes,No,14,9097-ZUBYC,Month-to-month,No,Bank transfer (automatic),48.8,664.4,Yes,No,DSL,No,No,No,Yes,No,No,1.6266666666666665,No
Female,0,No,No,23,9099-FTUHS,Month-to-month,No,Electronic check,54.4,1249.25,Yes,Yes,DSL,Yes,No,No,No,No,No,1.8133333333333332,No
Female,0,Yes,No,50,9101-BWFSS,One year,No,Electronic check,108.55,5610.7,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,3.618333333333333,Yes
Male,0,No,No,2,9101-NTIXF,Month-to-month,No,Mailed check,19.4,50.6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6466666666666666,No
Female,0,Yes,Yes,17,9102-IAYHT,Month-to-month,Yes,Electronic check,85.45,1451.6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,2.8483333333333336,Yes
Male,0,No,No,59,9102-OXKFY,Two year,No,Credit card (automatic),54.15,3116.15,Yes,Yes,DSL,No,No,Yes,No,No,No,1.805,No
Male,0,Yes,Yes,1,9103-CXVOK,Month-to-month,No,Electronic check,19.75,19.75,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6583333333333333,No
Female,0,No,No,15,9103-TCIHJ,Month-to-month,Yes,Mailed check,55.7,899.8,Yes,Yes,DSL,Yes,No,No,No,No,No,1.8566666666666667,Yes
Male,0,Yes,No,61,9107-UKCKY,One year,Yes,Electronic check,79.8,4914.8,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,2.6599999999999997,No
Female,0,Yes,No,1,9108-EJFJP,Month-to-month,Yes,Mailed check,53.55,53.55,Yes,No,DSL,Yes,Yes,No,No,No,No,1.785,No
Female,0,Yes,Yes,10,9108-EQPNQ,Two year,No,Credit card (automatic),26.1,225.55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.87,No
Female,0,No,No,69,9110-HSGTV,Two year,Yes,Credit card (automatic),82.45,5555.3,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,2.7483333333333335,No
Female,1,No,No,35,9112-WSNPU,Month-to-month,No,Electronic check,70.55,2419.0,Yes,No,Fiber optic,No,No,No,No,No,No,2.3516666666666666,No
Female,0,Yes,No,48,9114-AAFQH,One year,Yes,Electronic check,65.65,3094.65,Yes,No,DSL,No,Yes,Yes,No,No,Yes,2.1883333333333335,No
Male,0,Yes,Yes,72,9114-DPSIA,Two year,No,Credit card (automatic),81.0,5750.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,2.7,No
Male,0,Yes,No,62,9114-VEPUF,One year,No,Electronic check,96.1,6001.45,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,3.203333333333333,No
Male,0,No,No,40,9115-YQHGA,Month-to-month,Yes,Electronic check,51.1,2092.9,Yes,No,DSL,No,No,No,Yes,No,No,1.7033333333333334,No
Male,0,No,No,1,9117-SHLZX,Month-to-month,Yes,Mailed check,45.7,45.7,Yes,No,DSL,No,No,No,No,No,No,1.5233333333333334,Yes
Male,1,Yes,No,16,9121-PHQSR,Month-to-month,Yes,Credit card (automatic),85.05,1391.15,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,2.835,No
Male,0,No,No,1,9122-UMROB,Month-to-month,No,Mailed check,20.3,20.3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6766666666666666,No
Female,0,No,No,1,9124-LHCJQ,Month-to-month,Yes,Mailed check,85.45,85.45,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,2.8483333333333336,Yes
Male,0,Yes,Yes,72,9127-FHJBZ,Two year,Yes,Electronic check,114.0,8093.15,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,3.8,No
Male,0,Yes,No,44,9127-QRZMH,One year,Yes,Bank transfer (automatic),59.85,2603.95,Yes,No,DSL,Yes,Yes,No,Yes,No,No,1.995,No
Female,0,No,No,59,9128-CPXKI,Two year,No,Electronic check,95.8,5655.45,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,3.1933333333333334,No
Female,1,No,No,18,9129-UXERG,Month-to-month,Yes,Credit card (automatic),103.6,1806.35,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,3.453333333333333,No
Female,0,No,No,23,9133-AYJZG,Month-to-month,Yes,Credit card (automatic),98.7,2249.1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,3.29,No
Male,1,Yes,No,7,9134-CEQMF,Month-to-month,Yes,Electronic check,89.5,676.7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,2.9833333333333334,Yes
Male,0,No,No,51,9134-WYRVP,One year,No,Mailed check,86.35,4267.15,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,2.878333333333333,No
Male,0,Yes,Yes,64,9135-HSWOC,Two year,Yes,Bank transfer (automatic),19.7,1274.05,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6566666666666666,No
Male,0,Yes,No,69,9135-MGVPY,Two year,Yes,Mailed check,84.7,5878.9,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2.8233333333333333,No
Male,0,No,No,1,9136-ALYBR,Month-to-month,Yes,Mailed check,24.45,24.45,No,No phone service,DSL,No,No,No,No,No,No,0.815,Yes
Male,1,No,No,2,9137-NOQKA,Month-to-month,No,Electronic check,19.2,37.2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.64,No
Female,0,Yes,Yes,35,9137-UIYPG,Month-to-month,Yes,Electronic check,106.9,3756.45,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,3.5633333333333335,No
Male,0,Yes,Yes,26,9138-EFSMO,One year,No,Bank transfer (automatic),78.95,2034.25,Yes,No,Fiber optic,No,No,No,No,No,Yes,2.631666666666667,No
Female,0,Yes,No,26,9139-TWBAS,One year,No,Bank transfer (automatic),47.85,1190.5,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,1.595,No
Female,0,Yes,Yes,49,9139-WQQDY,One year,No,Mailed check,100.45,4941.8,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,3.3483333333333336,Yes
Female,0,Yes,No,68,9140-CZQZZ,Two year,Yes,Bank transfer (automatic),79.6,5515.8,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,2.6533333333333333,No
Male,0,No,No,44,9142-KZXOP,Month-to-month,No,Credit card (automatic),68.85,2958.95,Yes,No,Fiber optic,No,No,No,No,No,No,2.295,No
Female,0,No,No,29,9142-XMYJH,Month-to-month,No,Credit card (automatic),19.35,601.6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.645,No
Female,0,Yes,Yes,24,9143-CANJF,Month-to-month,No,Electronic check,55.15,1319.85,Yes,No,DSL,Yes,No,No,Yes,No,No,1.8383333333333334,No
Female,0,Yes,Yes,14,9146-JRIOX,Month-to-month,No,Mailed check,25.55,372.45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.8516666666666667,No
Male,0,No,No,56,9150-HEPMB,One year,No,Mailed check,52.7,3019.7,Yes,No,DSL,Yes,No,Yes,No,No,No,1.7566666666666668,No
Female,0,No,No,6,9150-KPBJQ,Two year,No,Credit card (automatic),19.65,116.85,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6549999999999999,No
Male,0,No,No,6,9152-AMKAK,Two year,Yes,Mailed check,80.25,493.4,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,2.675,No
Female,0,Yes,No,71,9153-BTBVV,Two year,No,Bank transfer (automatic),25.0,1753.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.8333333333333334,No
Male,0,Yes,Yes,43,9154-QDGTH,One year,Yes,Credit card (automatic),104.3,4451.85,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,3.4766666666666666,No
Female,0,Yes,No,41,9158-VCTQB,Month-to-month,Yes,Bank transfer (automatic),113.6,4594.95,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,3.7866666666666666,Yes
Female,0,No,No,15,9163-GHAYE,Month-to-month,No,Electronic check,48.85,736.8,Yes,No,DSL,No,Yes,No,No,No,No,1.6283333333333334,No
Female,0,No,No,22,9167-APMXZ,Month-to-month,Yes,Bank transfer (automatic),84.15,1821.95,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,2.805,No
Female,1,Yes,No,44,9168-INPSZ,Month-to-month,No,Electronic check,104.15,4495.65,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,3.4716666666666667,No
Male,0,No,No,12,9169-BSVIN,Month-to-month,No,Bank transfer (automatic),74.75,827.05,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,2.4916666666666667,No
Female,0,Yes,Yes,52,9170-ARBTB,One year,No,Credit card (automatic),19.6,1012.4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6533333333333334,No
Male,0,Yes,No,17,9170-CCKOU,Month-to-month,No,Credit card (automatic),90.2,1454.15,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,3.006666666666667,Yes
Female,0,Yes,Yes,41,9170-GYZJC,Month-to-month,No,Credit card (automatic),79.9,3326.2,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,2.6633333333333336,Yes
Female,0,No,No,10,9172-ANCRX,Month-to-month,Yes,Electronic check,98.7,973.25,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,3.29,Yes
Female,0,Yes,Yes,26,9172-JITSM,Month-to-month,Yes,Electronic check,90.8,2361.8,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,3.0266666666666664,Yes
Female,0,Yes,Yes,53,9173-IVZVP,Two year,No,Mailed check,20.9,1146.05,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6966666666666667,No
Female,1,No,No,1,9174-FKWZE,Month-to-month,Yes,Electronic check,19.45,19.45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6483333333333333,Yes
Female,0,No,Yes,50,9174-IHETN,Two year,No,Credit card (automatic),70.35,3533.6,Yes,No,Fiber optic,No,No,No,No,No,No,2.3449999999999998,No
Male,0,Yes,Yes,24,9178-JHUVJ,Two year,Yes,Bank transfer (automatic),24.1,587.4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.8033333333333333,No
Female,0,Yes,Yes,38,9184-GALIL,Month-to-month,No,Mailed check,20.45,781.25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6816666666666666,No
Male,0,Yes,No,14,9185-TQCVP,Month-to-month,Yes,Electronic check,85.15,1139.2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,2.8383333333333334,Yes
Female,1,Yes,No,24,9189-JWSHV,Month-to-month,Yes,Electronic check,93.55,2264.05,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,3.118333333333333,Yes
Male,1,No,No,19,9190-MFJLN,Month-to-month,Yes,Credit card (automatic),95.9,1777.9,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,3.1966666666666668,Yes
Female,0,Yes,No,7,9191-MYQKX,Month-to-month,Yes,Bank transfer (automatic),75.15,496.9,Yes,No,Fiber optic,No,No,Yes,No,No,No,2.5050000000000003,Yes
Female,0,Yes,No,42,9194-GFVOI,Two year,No,Credit card (automatic),84.35,3571.6,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,2.8116666666666665,No
Female,0,Yes,No,63,9199-PWQVC,One year,Yes,Credit card (automatic),79.7,4786.15,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,2.6566666666666667,No
Male,0,Yes,No,56,9200-NLNPD,One year,Yes,Bank transfer (automatic),54.05,2959.8,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,1.8016666666666665,No
Male,0,Yes,No,13,9206-GVPEQ,Month-to-month,Yes,Electronic check,54.45,706.85,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,1.8150000000000002,Yes
Male,0,No,No,37,9207-ZPANB,One year,No,Electronic check,67.45,2443.3,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,2.2483333333333335,No
Female,1,No,No,18,9208-OLGAQ,Month-to-month,Yes,Electronic check,84.95,1443.65,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,2.8316666666666666,No
Male,0,No,No,44,9209-NWPGU,One year,No,Electronic check,65.4,2774.55,Yes,No,DSL,Yes,No,No,Yes,Yes,No,2.18,No
Female,0,No,No,7,9210-IAHGH,Month-to-month,Yes,Credit card (automatic),70.75,450.8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,2.3583333333333334,Yes
Female,0,No,No,1,9214-EKVXR,Month-to-month,Yes,Mailed check,44.0,44.0,Yes,No,DSL,No,No,No,No,No,No,1.4666666666666666,No
Female,0,Yes,Yes,69,9220-CXRSC,Two year,No,Credit card (automatic),61.4,4059.85,Yes,Yes,DSL,Yes,No,No,Yes,No,No,2.0466666666666664,No
Female,1,Yes,No,55,9220-ZNKJI,Two year,No,Credit card (automatic),88.8,4805.3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,2.96,No
Female,1,No,No,14,9221-OTIVJ,Month-to-month,Yes,Electronic check,104.85,1531.4,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,3.4949999999999997,Yes
Female,0,No,No,1,9223-UCPVT,Month-to-month,No,Electronic check,94.4,94.4,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,3.146666666666667,Yes
Male,0,Yes,Yes,47,9224-VTYID,Two year,Yes,Mailed check,90.5,4318.35,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,3.0166666666666666,No
Male,0,Yes,No,72,9225-BZLNZ,Two year,Yes,Electronic check,85.25,6083.1,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,2.841666666666667,No
Female,0,No,No,1,9227-LUNBG,Month-to-month,No,Electronic check,24.6,24.6,No,No phone service,DSL,No,No,No,No,No,No,0.8200000000000001,Yes
Male,0,No,No,16,9227-UAQFT,Two year,No,Mailed check,19.75,284.35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6583333333333333,No
Female,0,Yes,Yes,65,9227-YBAXE,Two year,Yes,Bank transfer (automatic),82.5,5215.1,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,2.75,No
Male,0,No,No,18,9229-RQABD,One year,No,Mailed check,23.75,424.5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.7916666666666666,No
Female,1,No,No,4,9231-ZJYAM,Month-to-month,Yes,Electronic check,78.85,292.8,Yes,No,Fiber optic,No,No,No,No,Yes,No,2.628333333333333,Yes
Female,1,No,No,45,9233-PSYHO,One year,Yes,Bank transfer (automatic),100.15,4459.8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,3.3383333333333334,No
Female,0,No,No,21,9236-NDUCW,Two year,No,Mailed check,35.1,770.4,No,No phone service,DSL,Yes,No,No,Yes,No,No,1.1700000000000002,No
Female,0,No,No,2,9237-HQITU,Month-to-month,Yes,Electronic check,70.7,151.65,Yes,No,Fiber optic,No,No,No,No,No,No,2.356666666666667,Yes
Female,0,Yes,No,72,9239-GZHZE,Two year,Yes,Credit card (automatic),113.65,8124.2,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,3.7883333333333336,No
Female,0,No,No,6,9239-ZBZZV,Month-to-month,Yes,Electronic check,47.95,305.1,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,1.5983333333333334,Yes
Male,0,Yes,Yes,72,9242-TKFSV,Two year,Yes,Credit card (automatic),65.1,4754.3,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2.17,No
Male,0,No,No,1,9244-ZVAPM,Month-to-month,No,Mailed check,45.6,45.6,Yes,No,DSL,No,No,No,No,No,No,1.52,No
Male,1,No,No,1,9248-OJYKK,Month-to-month,Yes,Electronic check,76.45,76.45,Yes,Yes,Fiber optic,No,No,No,No,No,No,2.5483333333333333,Yes
Female,0,No,No,52,9249-FXSCK,One year,Yes,Credit card (automatic),111.25,5916.45,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,3.7083333333333335,Yes
Female,0,No,No,5,9250-WYPLL,Month-to-month,No,Electronic check,75.55,413.65,Yes,Yes,Fiber optic,No,No,No,No,No,No,2.518333333333333,Yes
Female,0,Yes,Yes,48,9251-AWQGT,Two year,No,Mailed check,20.0,935.9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6666666666666666,No
Female,0,Yes,No,67,9251-WNSOD,One year,No,Mailed check,75.1,5064.45,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,2.503333333333333,No
Male,1,Yes,No,29,9253-QXKBE,Month-to-month,Yes,Electronic check,94.45,2653.65,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,3.1483333333333334,Yes
Male,0,Yes,No,65,9253-VIFJQ,One year,No,Credit card (automatic),67.05,4309.55,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,2.235,No
Female,0,Yes,Yes,17,9254-RBFON,One year,No,Bank transfer (automatic),98.6,1704.95,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,3.2866666666666666,Yes
Female,0,No,No,11,9256-JTBNZ,Month-to-month,No,Bank transfer (automatic),20.3,246.3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6766666666666666,No
Female,0,Yes,Yes,52,9257-AZMTZ,Two year,No,Bank transfer (automatic),20.1,1078.75,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.67,No
Female,0,Yes,Yes,71,9258-CNWAC,Two year,No,Credit card (automatic),113.65,8166.8,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,3.7883333333333336,No
Female,0,Yes,No,34,9259-PACGQ,Month-to-month,No,Electronic check,62.65,2274.9,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,2.0883333333333334,Yes
Male,0,No,No,3,9261-WDCAF,Month-to-month,No,Mailed check,54.65,189.1,Yes,No,DSL,No,No,No,No,No,Yes,1.8216666666666665,No
Male,0,No,Yes,3,9269-CQOOL,Month-to-month,Yes,Credit card (automatic),54.7,169.45,Yes,No,DSL,No,No,No,No,Yes,No,1.8233333333333335,Yes
Male,0,No,No,10,9272-LSVYH,Month-to-month,No,Mailed check,70.15,735.5,Yes,No,Fiber optic,No,No,No,No,No,No,2.3383333333333334,No
Male,1,Yes,No,4,9274-CNFMO,Month-to-month,No,Electronic check,74.95,308.7,Yes,Yes,Fiber optic,No,No,No,No,No,No,2.4983333333333335,Yes
Female,0,No,No,15,9274-UARKJ,Month-to-month,Yes,Bank transfer (automatic),83.2,1130.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,2.7733333333333334,No
Female,0,No,No,3,9277-JOOMO,Month-to-month,No,Mailed check,24.6,86.35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.8200000000000001,No
Female,1,Yes,No,52,9278-VZKCD,Month-to-month,Yes,Electronic check,109.1,5647.95,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,3.6366666666666663,No
Female,1,No,No,21,9279-CJEOJ,Month-to-month,Yes,Bank transfer (automatic),95.4,2025.1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,3.18,No
Female,0,Yes,No,68,9281-CEDRU,Two year,No,Bank transfer (automatic),64.1,4326.25,Yes,No,DSL,No,Yes,No,Yes,Yes,No,2.1366666666666663,No
Male,1,No,No,39,9281-OFDMF,Month-to-month,No,Electronic check,90.7,3413.25,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,3.0233333333333334,No
Female,0,Yes,No,46,9281-PKKZE,Month-to-month,Yes,Electronic check,43.95,2007.85,No,No phone service,DSL,No,No,No,No,Yes,Yes,1.465,No
Female,0,No,No,1,9282-IZGQK,Month-to-month,Yes,Electronic check,85.0,85.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,2.8333333333333335,Yes
Male,0,Yes,Yes,13,9283-LZQOH,Month-to-month,Yes,Credit card (automatic),74.4,896.75,Yes,Yes,Fiber optic,No,No,No,No,No,No,2.48,Yes
Male,0,Yes,Yes,72,9286-BHDQG,Two year,No,Credit card (automatic),45.25,3139.8,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,1.5083333333333333,No
Female,1,Yes,No,38,9286-DOJGF,Month-to-month,Yes,Bank transfer (automatic),74.95,2869.85,Yes,Yes,Fiber optic,No,No,No,No,No,No,2.4983333333333335,Yes
Male,0,Yes,No,64,9289-LBQVU,One year,Yes,Mailed check,70.15,4480.7,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,2.3383333333333334,No
Female,1,No,No,13,9290-SHCMB,Month-to-month,Yes,Electronic check,96.85,1235.55,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,3.228333333333333,No
Male,0,No,Yes,5,9294-TDIPC,Month-to-month,No,Mailed check,20.2,83.75,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6733333333333333,No
Female,0,No,No,72,9297-EONCV,Two year,Yes,Bank transfer (automatic),91.35,6697.2,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,3.045,No
Female,0,Yes,Yes,57,9297-FVVDH,Two year,Yes,Electronic check,84.5,4845.4,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,2.816666666666667,No
Female,0,Yes,No,72,9298-WGMRW,Two year,Yes,Bank transfer (automatic),115.5,8312.75,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,3.85,No
Male,1,No,No,1,9300-AGZNL,Month-to-month,Yes,Electronic check,94.0,94.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,3.1333333333333333,Yes
Male,0,No,No,1,9300-RENDD,Month-to-month,Yes,Electronic check,79.95,79.95,Yes,No,Fiber optic,No,No,No,No,Yes,No,2.665,Yes
Female,0,No,No,8,9305-CDSKC,Month-to-month,Yes,Electronic check,99.65,820.5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,3.3216666666666668,Yes
Female,0,No,No,3,9306-CPCBC,Month-to-month,Yes,Electronic check,74.25,210.3,Yes,Yes,Fiber optic,No,No,No,No,No,No,2.475,Yes
Male,0,No,Yes,47,9308-ANMVE,Month-to-month,Yes,Electronic check,55.3,2654.05,Yes,No,DSL,Yes,Yes,No,No,No,No,1.8433333333333333,No
Male,1,Yes,No,69,9309-BZGNT,One year,Yes,Credit card (automatic),29.8,2134.3,No,No phone service,DSL,No,No,Yes,No,No,No,0.9933333333333334,No
Male,0,Yes,Yes,38,9313-CDOGY,Month-to-month,No,Electronic check,19.6,717.3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6533333333333334,No
Male,0,No,No,26,9313-QOLTZ,Month-to-month,No,Mailed check,20.9,518.3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6966666666666667,No
Female,0,Yes,Yes,14,9314-IJWSQ,Month-to-month,Yes,Electronic check,84.8,1203.9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,2.8266666666666667,No
Male,0,No,No,11,9314-QDMDW,One year,Yes,Electronic check,61.25,729.95,Yes,No,DSL,No,Yes,No,No,Yes,No,2.0416666666666665,No
Female,1,No,No,2,9317-WZPGV,Month-to-month,Yes,Bank transfer (automatic),79.75,159.4,Yes,No,Fiber optic,No,No,No,No,No,Yes,2.658333333333333,Yes
Male,0,No,No,1,9318-NKNFC,Month-to-month,Yes,Mailed check,18.85,18.85,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.6283333333333334,Yes
Female,0,Yes,No,27,9323-HGFWY,One year,Yes,Credit card (automatic),101.9,2681.15,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,3.396666666666667,No
Male,0,No,No,8,9327-QSDED,Month-to-month,No,Mailed check,43.55,335.4,Yes,No,DSL,No,No,No,No,No,No,1.4516666666666667,No
Female,0,Yes,Yes,23,9330-DHBFL,One year,Yes,Mailed check,66.25,1533.8,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,2.2083333333333335,No
Female,0,No,No,13,9330-IJWIO,Month-to-month,Yes,Electronic check,100.35,1358.85,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,3.3449999999999998,Yes
Female,0,Yes,No,60,9330-VOFSZ,Two year,Yes,Credit card (automatic),110.8,6640.7,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,3.6933333333333334,No
